,conference,year,title,id,authors,tags,notes
142,icse/icse,2018,Launch-mode-aware context-sensitive activity transition analysis.,conf/icse/ZhangSX18,"Yifei Zhang, Yulei Sui, Jingling Xue",Program analysis,
143,icse/icse,2018,UFO: predictive concurrency use-after-free detection.,conf/icse/000118,Jeff Huang,Program analysis,
144,icse/icse,2018,Collective program analysis.,conf/icse/UpadhyayaR18,"Ganesha Upadhyaya, Hridesh Rajan",Program analysis,
145,icse/icse,2018,Statistical learning of API fully qualified names in code snippets of online forums.,conf/icse/PhanNTTNN18,"Hung Phan, Hoan Anh Nguyen, Ngoc M. Tran, Linh H. Truong, Anh Tuan Nguyen, Tien N. Nguyen",Human and social aspects of computing,
146,icse/icse,2018,When not to comment: questions and tradeoffs with API documentation for C++ projects.,conf/icse/HeadSMK18,"Andrew Head, Caitlin Sadowski, Emerson R. Murphy-Hill, Andrea Knight",Human and social aspects of computing,
147,icse/icse,2018,Deuce: a lightweight user interface for structured editing.,conf/icse/HempelLLC18,"Brian Hempel, Justin Lubin, Grace Lu, Ravi Chugh",Human and social aspects of computing,
148,icse/icse,2018,From UI design image to GUI skeleton: a neural machine translator to bootstrap mobile GUI implementation.,conf/icse/ChenSMXL18,"Chunyang Chen, Ting Su, Guozhu Meng, Zhenchang Xing, Yang Liu",Human and social aspects of computing,
149,icse/icse,2018,When testing meets code review: why and how developers review tests.,conf/icse/SpadiniASBB18,"Davide Spadini, Maurício Finavaro Aniche, Margaret-Anne D. Storey, Magiel Bruntink, Alberto Bacchelli",Testing,
150,icse/icse,2018,Redefining prioritization: continuous prioritization for continuous integration.,conf/icse/LiangER18,"Jingjing Liang, Sebastian G. Elbaum, Gregg Rothermel",Testing,
151,icse/icse,2018,MAHAKIL: diversity based oversampling approach to alleviate the class imbalance issue in software defect prediction.,conf/icse/BenninKPMM18,"Kwabena Ebo Bennin, Jacky Keung, Passakorn Phannachitta, Akito Monden, Solomon Mensah",Testing,
152,icse/icse,2018,On the use of hidden Markov model to predict the time to fix bugs.,conf/icse/HabayebMMB18,"Mayy Habayeb, Syed Shariyar Murtaza, Andriy V. Miranskyy, Ayse Basar Bener",Testing,
153,icse/icse,2018,What makes a great manager of software engineers?,conf/icse/KalliamvakouB0B18,"Eirini Kalliamvakou, Christian Bird, Thomas Zimmermann, Andrew Begel, Robert DeLine, Daniel M. Germán",Studying software engineers,
154,icse/icse,2018,Older adults and hackathons: a qualitative study.,conf/icse/KopecBNKWC18,"Wieslaw Kopec, Bartlomiej Balcerzak, Radoslaw Nielek, Grzegorz Kowalik, Adam Wierzbicki, Fabio Casati",Studying software engineers,
155,icse/icse,2018,Does syntax highlighting help programming novices?,conf/icse/HannebauerHG18,"Christoph Hannebauer, Marc Hesenius, Volker Gruhn",Studying software engineers,
156,icse/icse,2018,Do programmers work at night or during the weekend?,conf/icse/ClaesMKA18,"Maëlick Claes, Mika V. Mäntylä, Miikka Kuutila, Bram Adams",Studying software engineers,
157,icse/icse,2018,Multi-granular conflict and dependency analysis in software engineering based on graph transformation.,conf/icse/Lambers0TBH18,"Leen Lambers, Daniel Strüber, Gabriele Taentzer, Kristopher Born, Jevgenij Huebert",Program analysis,
158,icse/icse,2018,Self-hiding behavior in Android apps: detection and characterization.,conf/icse/ShanNS18,"Zhiyong Shan, Iulian Neamtiu, Raina Samuel",Program analysis,
159,icse/icse,2018,The scent of a smell: an extensive comparison between textual and structural smells.,conf/icse/PalombaPZOL18,"Fabio Palomba, Annibale Panichella, Andy Zaidman, Rocco Oliveto, Andrea De Lucia",Program analysis,
160,icse/icse,2018,ConflictJS: finding and understanding conflicts between JavaScript libraries.,conf/icse/PatraDP18,"Jibesh Patra, Pooja N. Dixit, Michael Pradel",Program analysis,
161,icse/icse,2018,Debugging data flows in reactive programs.,conf/icse/BankenMG18,"Herman Banken, Erik Meijer, Georgios Gousios",Software comprehension,
162,icse/icse,2018,Do you remember this source code?,conf/icse/KrugerWFSL18,"Jacob Krüger, Jens Wiemann, Wolfram Fenske, Gunter Saake, Thomas Leich",Software comprehension,
163,icse/icse,2018,Inferring hierarchical motifs from execution traces.,conf/icse/Alimadadi0P18,"Saba Alimadadi, Ali Mesbah, Karthik Pattabiraman",Software comprehension,
164,icse/icse,2018,A comparison of program comprehension strategies by blind and sighted programmers.,conf/icse/ArmalyRM18,"Ameer Armaly, Paige Rodeghero, Collin McMillan",Software comprehension,
165,icse/icse,2018,Identifying patch correctness in test-based program repair.,conf/icse/XiongLZ0018,"Yingfei Xiong, Xinyuan Liu, Muhan Zeng, Lu Zhang, Gang Huang",Performance and maintenance,
166,icse/icse,2018,How not to structure your database-backed web applications: a study of performance bugs in the wild.,conf/icse/YangSLYC18,"Junwen Yang, Pranav Subramaniam, Shan Lu, Cong Yan, Alvin Cheung",Performance and maintenance,
167,icse/icse,2018,Speedoo: prioritizing performance optimization opportunities.,conf/icse/ChenCXWCLX18,"Zhifei Chen, Bihuan Chen, Lu Xiao, Xiao Wang, Lin Chen, Yang Liu, Baowen Xu",Performance and maintenance,
168,icse/icse,2018,Empirical study on the discrepancy between performance testing results from virtual and physical environments.,conf/icse/ArifSS18,"Muhammad Moiz Arif, Weiyi Shang, Emad Shihab",Performance and maintenance,
169,icse/icse,2018,The evolution of requirements practices in software startups.,conf/icse/GralhaDWG018,"Catarina Gralha, Daniela E. Damian, Anthony I. Wasserman, Miguel Goulão, João Araújo",Requirements and recommender systems,
170,icse/icse,2018,Traceability in the wild: automatically augmenting incomplete trace links.,conf/icse/0002RGCM18,"Michael Rath, Jacob Rendall, Jin L. C. Guo, Jane Cleland-Huang, Patrick Mäder",Requirements and recommender systems,
171,icse/icse,2018,A temporal permission analysis and enforcement framework for Android.,conf/icse/SadeghiJGBM18,"Alireza Sadeghi, Reyhaneh Jabbarvand, Negar Ghorbani, Hamid Bagheri, Sam Malek",Requirements and recommender systems,
172,icse/icse,2018,Global-aware recommendations for repairing violations in exception handling.,conf/icse/BarbosaG18,"Eiji Adachi Barbosa, Alessandro Garcia",Requirements and recommender systems,
173,icse/icse,2018,RFC-directed differential testing of certificate validation in SSL/TLS implementations.,conf/icse/ChenTDZ18,"Chu Chen, Cong Tian, Zhenhua Duan, Liang Zhao",Testing,
174,icse/icse,2018,Symbolic verification of regular properties.,conf/icse/YuCWS018,"Hengbiao Yu, Zhenbang Chen, Ji Wang, Zhendong Su, Wei Dong",Testing,
175,icse/icse,2018,Metamorphic testing of RESTful web APIs.,conf/icse/SeguraPTC18,"Sergio Segura, José Antonio Parejo, Javier Troya, Antonio Ruiz Cortés",Testing,
176,icse/icse,2018,Integrating technical debt management and software quality management processes: a framework and field tests.,conf/icse/RamasubbuK18,"Narayan Ramasubbu, Chris F. Kemerer",Testing,
177,icse/icse,2018,Understanding the factors for fast answers in technical Q&A websites: an empirical study of four stack exchange websites.,conf/icse/WangCH18,"Shaowei Wang, Tse-Hsun Chen, Ahmed E. Hassan",Mining software repositories,
178,icse/icse,2018,Towards reusing hints from past fixes: an exploratory study on thousands of real samples.,conf/icse/ZhongM18,"Hao Zhong, Na Meng",Mining software repositories,
179,icse/icse,2018,Are code examples on an online Q&A forum reliable?: a study of API misuse on stack overflow.,conf/icse/0001URRK18,"Tianyi Zhang, Ganesha Upadhyaya, Anastasia Reinhardt, Hridesh Rajan, Miryung Kim",Mining software repositories,
180,icse/icse,2018,Inference of development activities from interaction with uninstrumented applications.,conf/icse/BaoXXLH18,"Lingfeng Bao, Zhenchang Xing, Xin Xia, David Lo, Ahmed E. Hassan",Mining software repositories,
181,icse/icse,2018,Propagating configuration decisions with modal implication graphs.,conf/icse/KrieterTSSS18,"Sebastian Krieter, Thomas Thüm, Sandro Schulze, Reimar Schröter, Gunter Saake",Models and modeling,
182,icse/icse,2018,A combinatorial approach for exposing off-nominal behaviors.,conf/icse/MadalaDA18,"Kaushik Madala, Hyunsook Do, Daniel Aceituna",Models and modeling,
183,icse/icse,2018,Identifying design problems in the source code: a grounded theory.,conf/icse/SousaOOBGLKMFOL18,"Leonardo da Silva Sousa, Anderson Oliveira, Willian Nalepa Oizumi, Simone D. J. Barbosa, Alessandro Garcia, Jaejoon Lee, Marcos Kalinowski, Rafael Maiani de Mello, Baldoino Fonseca, Roberto Felicio Oliveira, Carlos Lucena, Rodrigo B. de Paes",Models and modeling,
184,icse/icse,2018,Predicting future developer behavior in the IDE using topic models.,conf/icse/DamevskiCSKP18,"Kostadin Damevski, Hui Chen, David C. Shepherd, Nicholas A. Kraft, Lori L. Pollock",Models and modeling,
185,icse/icse,2018,Deep code search.,conf/icse/GuZ018,"Xiaodong Gu, Hongyu Zhang, Sunghun Kim","Code search, synthesis, performance",
186,icse/icse,2018,Augmenting and structuring user queries to support efficient free-form code search.,conf/icse/SirresBKLKKT18,"Raphael Sirres, Tegawendé F. Bissyandé, Dongsun Kim, David Lo, Jacques Klein, Kisub Kim, Yves Le Traon","Code search, synthesis, performance",
187,icse/icse,2018,FaCoY: a code-to-code search engine.,conf/icse/KimKBC0KT18,"Kisub Kim, Dongsun Kim, Tegawendé F. Bissyandé, Eunjong Choi, Li Li, Jacques Klein, Yves Le Traon","Code search, synthesis, performance",
188,icse/icse,2018,Generalized data structure synthesis.,conf/icse/LoncaricET18,"Calvin Loncaric, Michael D. Ernst, Emina Torlak","Code search, synthesis, performance",
189,icse/icse,2018,A graph solver for the automated generation of consistent domain-specific models.,conf/icse/SemerathNV18,"Oszkár Semeráth, András Szabolcs Nagy, Dániel Varró",Software tools and environments,
190,icse/icse,2018,Automatically finding bugs in a commercial cyber-physical system development tool chain with SLforge.,conf/icse/ChowdhuryMMGJC18,"Shafiul Azam Chowdhury, Soumik Mohian, Sidharth Mehra, Siddhant Gawsane, Taylor T. Johnson, Christoph Csallner",Software tools and environments,
191,icse/icse,2018,Context-aware conversational developer assistants.,conf/icse/BradleyFH18,"Nick C. Bradley, Thomas Fritz, Reid Holmes",Software tools and environments,
192,icse/icse,2018,"Open source barriers to entry, revisited: a sociotechnical perspective.",conf/icse/MendezPSHHHSPSB18,"Christopher J. Mendez, Hema Susmita Padala, Zoe Steine-Hanson, Claudia Hilderbrand, Amber Horvath, Charles Hill, Logan Simpson, Nupoor Patil, Anita Sarma, Margaret M. Burnett",Software tools and environments,
193,icse/icse,2018,Testing vision-based control systems using learnable evolutionary algorithms.,conf/icse/AbdessalemNBS18,"Raja Ben Abdessalem, Shiva Nejati, Lionel C. Briand, Thomas Stifter",Search-based software engineering,
194,icse/icse,2018,To preserve or not to preserve invalid solutions in search-based software engineering: a case study in software product lines.,conf/icse/GuoS18,"Jianmei Guo, Kai Shi",Search-based software engineering,
195,icse/icse,2018,Nemo: multi-criteria test-suite minimization with integer nonlinear programming.,conf/icse/LinJGM18,"Jun-Wei Lin, Reyhaneh Jabbarvand, Joshua Garcia, Sam Malek",Search-based software engineering,
196,icse/icse,2018,"Is ""better data"" better than ""better data miners""?: on the benefits of tuning SMOTE for defect prediction.",conf/icse/AgrawalM18,"Amritanshu Agrawal, Tim Menzies",Search-based software engineering,
197,icse/icse,2018,Analyzing the effects of test driven development in GitHub.,conf/icse/BorleFSGH18,"Neil C. Borle, Meysam Feghhi, Eleni Stroulia, Russell Greiner, Abram Hindle",Testing,
198,icse/icse,2018,A comparative study to benchmark cross-project defect prediction approaches.,conf/icse/HerboldTG18,"Steffen Herbold, Alexander Trautsch, Jens Grabowski",Testing,
199,icse/icse,2018,MSeer: an advanced technique for locating multiple bugs in parallel.,conf/icse/GaoW18,"Ruizhi Gao, W. Eric Wong",Testing,
200,icse/icse,2018,Journal first presentation of an experience report on applying software testing academic results in industry: we need usable automated test generation.,conf/icse/Arcuri18a,Andre Arcuri,Testing,
201,icse/icse,2018,CCAligner: a token based large-gap clone detector.,conf/icse/WangSWXR18,"Pengcheng Wang, Jeffrey Svajlenko, Yanzhao Wu, Yun Xu, Chanchal K. Roy",Software evolution and maintenance,
202,icse/icse,2018,HireBuild: an automatic approach to history-driven repair of build scripts.,conf/icse/HassanW18,"Foyzul Hassan, Xiaoyin Wang",Software evolution and maintenance,
203,icse/icse,2018,The road to live programming: insights from the practice.,conf/icse/KubelkaRB18,"Juraj Kubelka, Romain Robbes, Alexandre Bergel",Software evolution and maintenance,
204,icse/icse,2018,Assessing the threat of untracked changes in software evolution.,conf/icse/HoraSVR18,"André C. Hora, Danilo Silva, Marco Tulio Valente, Romain Robbes",Software evolution and maintenance,
205,icse/icse,2018,Programming not only by example.,conf/icse/PelegSY18,"Hila Peleg, Sharon Shoham, Eran Yahav",Models and modeling,
206,icse/icse,2018,Goal-conflict likelihood assessment based on model counting.,conf/icse/DegiovanniCARAF18,"Renzo Degiovanni, Pablo F. Castro, Marcelo Arroyo, Marcelo Ruiz, Nazareno Aguirre, Marcelo F. Frias",Models and modeling,
207,icse/icse,2018,"A posteriori typing for model-driven engineering: concepts, analysis, and applications.",conf/icse/LaraG18,"Juan de Lara, Esther Guerra",Models and modeling,
208,icse/icse,2018,A static verification framework for message passing in Go using behavioural types.,conf/icse/LangeNTY18,"Julien Lange, Nicholas Ng, Bernardo Toninho, Nobuko Yoshida",Models and modeling,
209,icse/icse,2018,Inferring and asserting distributed system invariants.,conf/icse/GrantCB18,"Stewart Grant, Hendrik Cech, Ivan Beschastnikh",Inference and invariants,
210,icse/icse,2018,DroidStar: callback typestates for Android classes.,conf/icse/RadhakrishnaLMM18,"Arjun Radhakrishna, Nicholas V. Lewchenko, Shawn Meier, Sergio Mover, Krishna Chaitanya Sripada, Damien Zufferey, Bor-Yuh Evan Chang, Pavol Cerný",Inference and invariants,
211,icse/icse,2018,Debugging with intelligence via probabilistic inference.,conf/icse/XuMZZX18,"Zhaogui Xu, Shiqing Ma, Xiangyu Zhang, Shuofei Zhu, Baowen Xu",Inference and invariants,
212,icse/icse,2018,Reducer-based construction of conditional verifiers.,conf/icse/BeyerJLW18,"Dirk Beyer, Marie-Christine Jakobs, Thomas Lemberger, Heike Wehrheim",Inference and invariants,
213,icse/icse,2018,Challenges and pitfalls on surveying evidence in the software engineering technical literature: an exploratory study with novices.,conf/icse/RibeiroMT18,"Talita Vieira Ribeiro, Jobson L. Massollar, Guilherme Horta Travassos",Surveys and reviews,
214,icse/icse,2018,Statistical errors in software engineering experiments: a preliminary literature review.,conf/icse/ReyesDCJ18,"Rolando P. Reyes, Oscar Dieste, Efraín R. Fonseca C., Natalia Juristo",Surveys and reviews,
215,icse/icse,2018,Synthesizing qualitative research in software engineering: a critical review.,conf/icse/HuangZZBY18,"Xin Huang, He Zhang, Xin Zhou, Muhammad Ali Babar, Song Yang",Surveys and reviews,
216,icse/icse,2018,Automatic software repair: a survey.,conf/icse/GazzolaMM18,"Luca Gazzola, Daniela Micucci, Leonardo Mariani",Search-based software engineering,
217,icse/icse,2018,Search-based test data generation for SQL queries.,conf/icse/CasteleinASPD18,"Jeroen Castelein, Maurício Finavaro Aniche, Mozhan Soltani, Annibale Panichella, Arie van Deursen",Search-based software engineering,
218,icse/icse,2018,Multi-objective integer programming approaches for solving optimal feature selection problem: a new perspective on multi-objective optimization problems in SBSE.,conf/icse/XueL18,"Yinxing Xue, Yan-Fu Li",Search-based software engineering,
219,icse/icse,2018,Automated refactoring of OCL constraints with search.,conf/icse/LuWY0N18,"Hong Lu, Shuai Wang, Tao Yue, Shaukat Ali, Jan F. Nygård",Search-based software engineering,
220,icse/icse,2018,Automatically generating search heuristics for concolic testing.,conf/icse/ChaHLO18,"Sooyoung Cha, Seongjoon Hong, Junhee Lee, Hakjoo Oh",Search-based software engineering,
221,icse/icse,2019,Learning to spot and refactor inconsistent method names.,conf/icse/Liu0BKKKKT19,"Kui Liu, Dongsun Kim, Tegawendé F. Bissyandé, Tae-young Kim, Kisub Kim, Anil Koyuncu, Suntae Kim, Yves Le Traon",Automated program repair,
